country,raw_table,source_entity_code,source_entity_name,row_count,canonical_entity_name,notes
AR,ar_raw_solvencia,,MUTUAL PATRONAL,2,Cooperación Mutual Patronal,
AR,ar_raw_solvencia,,MUTUAL PETROLEROS ART,8,Mutual Petroleros ART,
AR,ar_raw_solvencia,,MUTUAL RIVADAVIA,2,Mutual Rivadavia,
AR,ar_raw_balance,678,MUTUAL RIVADAVIA DE SEGUROS DEL TRANSPORTE PÚBLICO DE PASAJEROS,5330,Mutual Rivadavia,
AR,ar_raw_solvencia,,MUTUAL RURAL ART,2,ART Mutual Rural,
AR,ar_raw_solvencia,,MUTUAL SAN FRANCISCO ART,2,ART Mutual San Francisco,
AR,ar_raw_balance,845,N.S.A. SEGUROS GENERALES S.A.,4106,NSA,
AR,ar_raw_solvencia,,NACIÓN,5,Nación Seguros,
AR,ar_raw_solvencia,,NACIÓN RETIRO,8,Nación Seguros de Retiro,
AR,ar_raw_balance,534,NACIÓN SEGUROS DE RETIRO S.A.,9645,Nación Seguros de Retiro,
AR,ar_raw_balance,515,NACIÓN SEGUROS S.A.,63328,Nación Seguros,
AR,ar_raw_solvencia,,NATIVA,7,Nativa,
AR,ar_raw_balance,247,NATIVA COMPAÑIA ARGENTINA DE SEGUROS S.A.,37121,Nativa,
AR,ar_raw_solvencia,,NIVEL,8,Nivel,
AR,ar_raw_balance,662,NIVEL SEGUROS S.A.,47552,Nivel,
AR,ar_raw_solvencia,,NOBLE,8,Noble,
AR,ar_raw_balance,744,NOBLE COMPAÑÍA DE SEGUROS SOCIEDAD ANÓNIMA,62935,Noble,
AR,ar_raw_solvencia,,NORTE,8,El Norte,
AR,ar_raw_solvencia,,NRE,5,NRE,
AR,ar_raw_balance,868,NRE COMPAÑÍA DE REASEGUROS S.A.,30003,NRE,
AR,ar_raw_balance,868,NRE COMPAÑÍA DE SEGUROS S.A.,38065,NRE,
AR,ar_raw_solvencia,,NSA,7,NSA,
AR,ar_raw_solvencia,,NUEVA,8,La Nueva Cooperativa,
AR,ar_raw_solvencia,,OMINT,7,Omint,
AR,ar_raw_solvencia,,OMINT ART,6,Omint,
AR,ar_raw_balance,862,OMINT ASEGURADORA DE RIESGOS DEL TRABAJO S.A.,10657,Omint,
AR,ar_raw_balance,894,OMINT S.A. COMPAÑÍA DE SEGUROS,7645,Omint,
AR,ar_raw_solvencia,,OPCIÓN,8,Opción,
AR,ar_raw_balance,869,OPCIÓN SEGUROS S.A.,30457,Opción,
AR,ar_raw_solvencia,,ORBIS,7,Orbis,
AR,ar_raw_balance,293,ORBIS COMPAÑÍA ARGENTINA DE SEGUROS S.A.,31471,Orbis,
AR,ar_raw_solvencia,,ORÍGENES,3,Orígenes,
AR,ar_raw_solvencia,,ORÍGENES RETIRO,8,Orígenes Retiro,
AR,ar_raw_balance,423,ORÍGENES SEGUROS DE RETIRO S.A.,14213,Orígenes Retiro,
AR,ar_raw_balance,294,Orígenes Seguros S.A.,15764,Orígenes,
AR,ar_raw_solvencia,,PACÍFICO,8,Pacífico Argentina,
AR,ar_raw_balance,895,PACÍFICO COMPAÑÍA DE SEGUROS S.A.,7943,Pacífico Argentina,
AR,ar_raw_solvencia,,PARANÁ,8,Paraná,
AR,ar_raw_solvencia,,PARANÁ ART,2,Paraná ART,
AR,ar_raw_balance,330,PARANÁ SOCIEDAD ANONIMA DE SEGUROS,52050,Paraná,
AR,ar_raw_solvencia,,PERSEVERANCIA,8,La Perseverancia,
AR,ar_raw_solvencia,,PEUGEOT CITROËN,4,Stellantis Insurance,
AR,ar_raw_balance,888,PEUGEOT CITROËN ARGENTINA COMPAÑÍA DE SEGUROS S.A.,31105,Stellantis Insurance,
AR,ar_raw_solvencia,,PIEVE,8,Pieve,
AR,ar_raw_balance,643,PIEVE SEGUROS SOCIEDAD ANONIMA,6477,Pieve,
AR,ar_raw_solvencia,,PLENARIA,8,Plenaria,
AR,ar_raw_balance,546,PLENARIA SEGUROS S.A.,19582,Plenaria,
AR,ar_raw_solvencia,,POR VIDA,5,Por Vida,
AR,ar_raw_balance,820,POR VIDA SEGUROS SOCIEDAD ANONIMA,23316,Por Vida,
AR,ar_raw_solvencia,,PREMIAR,7,Premiar,
AR,ar_raw_balance,931,PREMIAR COMPAÑÍA ARGENTINA DE SEGUROS S.A.,5500,Premiar,
AR,ar_raw_solvencia,,PREVENCIÓN ART,8,Prevención ART,
AR,ar_raw_balance,626,PREVENCIÓN ASEGURADORA DE RIESGOS DEL TRABAJO S.A.,23991,Prevención ART,
AR,ar_raw_solvencia,,PREVENCIÓN RETIRO,7,Prevención Retiro,
AR,ar_raw_balance,930,PREVENCIÓN SEGUROS DE RETIRO SOCIEDAD ANÓNIMA,20449,Prevención Retiro,
AR,ar_raw_solvencia,,PREVINCA,4,Previnca,
AR,ar_raw_balance,409,PREVINCA SEGUROS SOCIEDAD ANONIMA,20232,Previnca,
AR,ar_raw_solvencia,,PREVISORA,5,La Previsora Argentina,
AR,ar_raw_solvencia,,PRODUCTORES DE FRUTAS,4,Productores de Frutas Argentinas,
AR,ar_raw_balance,348,PRODUCTORES DE FRUTAS ARGENTINAS COOPERATIVA DE SEGUROS LIMITADA,21195,Productores de Frutas Argentinas,
AR,ar_raw_solvencia,,PROGRESO,8,El Progreso,
AR,ar_raw_solvencia,,PROTECCIÓN MUTUAL,8,Protección Mutual,
AR,ar_raw_balance,679,PROTECCIÓN MUTUAL DE SEGUROS DEL TRANSPORTE PÚBLICO DE PASAJEROS,21306,Protección Mutual,
AR,ar_raw_solvencia,,PROVIDENCIA,8,Providencia,
AR,ar_raw_balance,528,PROVIDENCIA COMPAÑIA ARGENTINA DE SEGUROS S.A.,80934,Providencia,
AR,ar_raw_solvencia,,PROVINCIA,8,Provincia Seguros,
AR,ar_raw_solvencia,,PROVINCIA ART,8,Provincia ART,
AR,ar_raw_balance,621,PROVINCIA ASEGURADORA DE RIESGOS DEL TRABAJO S.A.,24669,Provincia ART,
AR,ar_raw_balance,532,PROVINCIA SEGUROS DE VIDA S. A.,10098,Provincia Seguros,
AR,ar_raw_balance,499,PROVINCIA SEGUROS SOCIEDAD ANONIMA,124811,Provincia Seguros,
AR,ar_raw_solvencia,,PROVINCIA VIDA,6,Provincia Seguros,
AR,ar_raw_balance,484,PROYECCION SEGUROS DE RETIRO S.A.,21383,Proyección Retiro,
AR,ar_raw_solvencia,,PROYECCIÓN RETIRO,3,Proyección Retiro,
AR,ar_raw_solvencia,,PRUDENCIA,8,Prudencia,
AR,ar_raw_balance,40,PRUDENCIA COMPAÑIA ARGENTINA DE SEGUROS GENERALES SOCIEDAD ANÓNIMA,16215,Prudencia,
AR,ar_raw_solvencia,,PRUDENTIAL,5,Prudential Argentina,
AR,ar_raw_balance,694,PRUDENTIAL SEGUROS S.A.,31791,Prudential Argentina,
AR,ar_raw_balance,39,QBE SEGUROS LA BUENOS AIRES SOCIEDAD ANONIMA,4935,QBE Seguros,
AR,ar_raw_solvencia,,QUALIA,8,Qualia,
AR,ar_raw_balance,879,QUALIA COMPAÑÍA DE SEGUROS S.A.,32492,Qualia,
AR,ar_raw_solvencia,,RCI,2,RCI Seguros,
AR,ar_raw_balance,964,RCI COMPAÑÍA DE SEGUROS DE PERSONAS SAU,3908,RCI Seguros,
AR,ar_raw_solvencia,,RCI PERSONAS,2,RCI Seguros,
AR,ar_raw_solvencia,,RECONQUISTA ART,8,Reconquista ART,
AR,ar_raw_balance,440,RECONQUISTA ASEGURADORA DE RIESGOS DEL TRABAJO SOCIEDAD ANONIMA,8810,Reconquista ART,
AR,ar_raw_solvencia,,Riesgos del Trabajo,8,Riesgos del Trabajo AR,
AR,ar_raw_solvencia,,RÍO URUGUAY,8,Río Uruguay Cooperativa,
AR,ar_raw_balance,360,RÍO URUGUAY COOPERATIVA DE SEGUROS LIMITADA,39396,Río Uruguay Cooperativa,
AR,ar_raw_solvencia,,SAN CRISTÓBAL,6,San Cristóbal Argentina,
AR,ar_raw_solvencia,,SAN CRISTÓBAL MUTUAL,2,San Cristóbal Argentina,
AR,ar_raw_solvencia,,SAN CRISTÓBAL RETIRO,8,San Cristóbal Argentina,
AR,ar_raw_balance,442,SAN CRISTÓBAL SEGURO DE RETIRO SOCIEDAD ANONIMA,22083,San Cristóbal Argentina,
AR,ar_raw_balance,192,SAN CRISTÓBAL SOCIEDAD MUTUAL DE SEGUROS GENERALES,112468,San Cristóbal Argentina,
AR,ar_raw_solvencia,,SAN GERMAN,6,San Germán,
AR,ar_raw_balance,847,SAN GERMAN SEGUROS S.A.,11055,San Germán,
AR,ar_raw_solvencia,,SAN MARINO,8,San Marino,
AR,ar_raw_balance,926,SAN MARINO COMPAÑÍA DE SEGUROS SOCIEDAD ANÓNIMA,33105,San Marino,
AR,ar_raw_solvencia,,SAN PATRICIO,7,San Patricio,
AR,ar_raw_balance,500,SAN PATRICIO SEGUROS DE VIDA Y SALUD S.A.,481,San Patricio,
AR,ar_raw_balance,500,SAN PATRICIO SEGUROS S.A.,10241,San Patricio,
AR,ar_raw_solvencia,,SANCOR,8,Sancor Seguros Argentina,
AR,ar_raw_balance,224,SANCOR COOPERATIVA DE SEGUROS LIMITADA,92766,Sancor Seguros Argentina,
AR,ar_raw_solvencia,,SANTA CRUZ,1,Santa Cruz,
AR,ar_raw_solvencia,,SANTA LUCIA,8,Santa Lucía,
AR,ar_raw_balance,498,SANTA LUCÍA S.A. COMPAÑÍA DE SEGUROS,26455,Santa Lucía,
AR,ar_raw_solvencia,,SANTÍSIMA TRINIDAD,6,Santísima Trinidad,
AR,ar_raw_balance,438,SANTÍSIMA TRINIDAD SEGUROS DE VIDA SOCIEDAD ANONIMA,4876,Santísima Trinidad,
AR,ar_raw_solvencia,,SEGUNDA,8,La Segunda,
AR,ar_raw_solvencia,,SEGUNDA ART,8,La Segunda,
AR,ar_raw_solvencia,,SEGUNDA PERSONAS,8,La Segunda,
AR,ar_raw_solvencia,,SEGUNDA RETIRO,8,La Segunda,
AR,ar_raw_solvencia,,SEGURCOOP,8,Segurcoop,
AR,ar_raw_balance,216,SEGURCOOP COOPERATIVA DE SEGUROS LIMITADA,61530,Segurcoop,
AR,ar_raw_solvencia,,SEGUROMETAL,8,Segurometal,
AR,ar_raw_balance,286,SEGUROMETAL COOPERATIVA DE SEGUROS LIMITADA,60020,Segurometal,
AR,ar_raw_balance,222,SEGUROS BERNARDINO RIVADAVIA COOPERATIVA LIMITADA,21662,Seguros Bernardino Rivadavia,
AR,ar_raw_solvencia,,SEGUROS MÉDICOS,8,Seguros Médicos,
AR,ar_raw_balance,749,SEGUROS MÉDICOS SOCIEDAD ANONIMA,6430,Seguros Médicos,
AR,ar_raw_balance,25,SEGUROS SURA S.A,43332,Sura Argentina,
AR,ar_raw_solvencia,,SENTIR,8,Sentir,
AR,ar_raw_balance,413,SENTIR SEGUROS SOCIEDAD ANONIMA,19436,Sentir,
AR,ar_raw_solvencia,,SERENA ART,1,Serena ART,
AR,ar_raw_solvencia,,SMG,8,SMG,
AR,ar_raw_balance,2,SMG COMPAÑIA ARGENTINA DE SEGUROS S.A.,47210,SMG,
AR,ar_raw_balance,710,SMG LIFE COMPAÑIA DE SEGUROS DE RETIRO S.A.,28344,SMG,
AR,ar_raw_balance,580,SMG LIFE SEGUROS DE VIDA S.A.,54687,SMG,
AR,ar_raw_solvencia,,SMG RETIRO,4,SMG,
AR,ar_raw_solvencia,,SMG VIDA,8,SMG,
AR,ar_raw_solvencia,,SMSV,8,SMSV,
AR,ar_raw_balance,747,SMSV COMPAÑIA ARGENTINA DE SEGUROS S.A.,36586,SMSV,
AR,ar_raw_solvencia,,SOCIAL SAN JUAN,2,Social San Juan,
AR,ar_raw_solvencia,,SOL NACIENTE,8,Sol Naciente,
AR,ar_raw_balance,574,SOL NACIENTE SEGUROS SOCIEDAD ANONIMA,137220,Sol Naciente,
AR,ar_raw_balance,922,SOLVENCIA COMPAÑÍA DE SEGUROS DE RETIRO SOCIEDAD ANÓNIMA.,131381,Solvencia Retiro,
AR,ar_raw_solvencia,,SOLVENCIA RETIRO,7,Solvencia Retiro,
AR,ar_raw_solvencia,,STARR,8,Starr Argentina,
AR,ar_raw_balance,829,"STARR INDEMNITY & LIABILITY COMPANY, SUCURSAL ARGENTINA, DE SEGUROS",15919,Starr Argentina,
AR,ar_raw_solvencia,,STELLANTIS,4,Stellantis Insurance,
AR,ar_raw_balance,888,STELLANTIS INSURANCE COMPAÑIA DE SEGUROS S.A.U.,11298,Stellantis Insurance,
AR,ar_raw_balance,25,SUDAMERICANA SEGUROS GALICIA S.A.,3969,Sura Argentina,
AR,ar_raw_solvencia,,SUMICLI,6,Sumicli Mutual,
AR,ar_raw_balance,665,SUMICLI  ASOCIACION MUTUAL DE SEGUROS,23334,Sumicli Mutual,
AR,ar_raw_solvencia,,SUMICLI MUTUAL,2,Sumicli Mutual,
AR,ar_raw_solvencia,,SUPERVIELLE,8,Supervielle Seguros,
AR,ar_raw_balance,595,SUPERVIELLE SEGUROS S.A.,38186,Supervielle Seguros,
AR,ar_raw_solvencia,,SURA,5,Sura Argentina,
AR,ar_raw_solvencia,,SURCO,8,El Surco Argentina,
AR,ar_raw_solvencia,,SWISS MEDICAL ART,7,Swiss Medical ART,
AR,ar_raw_balance,605,SWISS MEDICAL ART S.A.,10164,Swiss Medical ART,
AR,ar_raw_solvencia,,Seguros de Retiro,8,Seguros de Retiro AR,
AR,ar_raw_solvencia,,Seguros de Vida,8,Seguros de Vida AR,
AR,ar_raw_solvencia,,TERRITORIAL VIDA,8,La Territorial Vida,
AR,ar_raw_solvencia,,TESTIMONIO,8,Testimonio,
AR,ar_raw_balance,579,TESTIMONIO COMPAÑÍA DE SEGUROS S.A.,10330,Testimonio,
AR,ar_raw_solvencia,,TPC,5,TPC,
AR,ar_raw_balance,741,TPC COMPAÑIA DE SEGUROS S.A.,53991,TPC,
AR,ar_raw_balance,632,TRAYECTORIA COMPAÑÍA DE SEGUROS S.A.,4172,Trayectoria,
AR,ar_raw_solvencia,,TRAYECTORIA SEGUROS,2,Trayectoria,
AR,ar_raw_solvencia,,TRES PROVINCIAS,6,Tres Provincias,
AR,ar_raw_solvencia,,TRES PROVINCIAS PERSONAS,2,Tres Provincias Seguros de Personas,
AR,ar_raw_balance,578,TRES PROVINCIAS SEGUROS DE PERSONAS S.A.,25622,Tres Provincias Seguros de Personas,
AR,ar_raw_solvencia,,TRIUNFO,8,Triunfo,
AR,ar_raw_balance,402,TRIUNFO COOPERATIVA DE SEGUROS LIMITADA,59610,Triunfo,
AR,ar_raw_solvencia,,TUTELAR,8,Tutelar,
AR,ar_raw_balance,841,TUTELAR SEGUROS SOCIEDAD ANONIMA,8245,Tutelar,
AR,ar_raw_solvencia,,Transporte Público Pasajeros,8,Transporte Público Pasajeros AR,
AR,ar_raw_solvencia,,VICTORIA,8,Victoria,
AR,ar_raw_solvencia,,VIRGINIA,2,Virginia Surety,
AR,ar_raw_balance,712,VIRGINIA SURETY COMPAÑIA DE SEGUROS S.A.,8265,Virginia Surety,
AR,ar_raw_solvencia,,WARRANTY,8,Warranty,
AR,ar_raw_balance,229,WARRANTY INSURANCE COMPANY ARGENTINA DE SEGUROS SOCIEDAD ANÓNIMA,4235,Warranty,
AR,ar_raw_solvencia,,WORANZ,6,Woranz,
AR,ar_raw_balance,867,WORANZ COMPAÑÍA DE SEGUROS S.A.,5754,Woranz,
AR,ar_raw_balance,71,XL INSURANCE ARGENTINA S.A. COMPAÑÍA DE SEGUROS,1008,Woranz,
AR,ar_raw_solvencia,,ZURICH,7,Zurich Argentina,
AR,ar_raw_balance,422,ZURICH ARGENTINA COMPAÑIA DE SEGUROS DE RETIRO SOCIEDAD ANÓNIMA,21873,Zurich Argentina,
AR,ar_raw_balance,228,ZURICH ARGENTINA COMPAÑIA DE SEGUROS SOCIEDAD ANONIMA,101433,Zurich Argentina,
AR,ar_raw_solvencia,,ZURICH ASEGURADORA,8,Zurich Argentina,
AR,ar_raw_balance,39,ZURICH ASEGURADORA ARGENTINA S.A.,76069,Zurich Argentina,
AR,ar_raw_solvencia,,ZURICH INTERNATIONAL LIFE,8,Zurich Argentina,
AR,ar_raw_balance,541,ZURICH INTERNATIONAL LIFE LIMITED SUCURSAL ARGENTINA,34857,Zurich Argentina,
AR,ar_raw_solvencia,,ZURICH RETIRO,7,Zurich Argentina,
AR,ar_raw_solvencia,,ZURICH SANTANDER,8,Zurich Argentina,
AR,ar_raw_balance,692,ZURICH SANTANDER SEGUROS ARGENTINA S.A.,37979,Zurich Argentina,
CO,co_raw_form290,13-01,ALLIANZ (SG),18377,Allianz Generales Colombia,
CO,co_raw_primas,13-01,Allianz Seguros S.A.,5005,Allianz Generales Colombia,
CO,co_raw_gl,13-01,Allianz Seguros S.A.,7555,Allianz Generales Colombia,
CO,co_raw_solvencia,13-01,Allianz Seguros S.A.,715,Allianz Generales Colombia,
CO,co_raw_form290,13-05,CHUBB,17641,Chubb Colombia,
CO,co_raw_primas,13-05,Chubb Seguros Colombia S.A.,5005,Chubb Colombia,
CO,co_raw_gl,13-05,Chubb Seguros Colombia S.A.,6985,Chubb Colombia,
CO,co_raw_solvencia,13-05,Chubb Seguros Colombia S.A.,715,Chubb Colombia,
CO,co_raw_form290,13-06,AXA (SG),22916,AXA Generales,
CO,co_raw_primas,13-06,Axa Colpatria Seguros S.A.,5005,AXA Generales,
CO,co_raw_gl,13-06,Axa Colpatria Seguros S.A.,8142,AXA Generales,
CO,co_raw_solvencia,13-06,Axa Colpatria Seguros S.A.,713,AXA Generales,
CO,co_raw_form290,13-07,NACIONAL,2132,Nacional de Seguros,
CO,co_raw_gl,13-07,Nacional De Seguros,5323,Nacional de Seguros,
CO,co_raw_primas,13-07,"Nacional De Seguros"" O ""Ns",5005,Nacional de Seguros,
CO,co_raw_solvencia,13-07,"Nacional De Seguros"" O ""Ns",603,Nacional de Seguros,
CO,co_raw_form290,13-08,CONFIANZA,12137,Seguros Confianza,
CO,co_raw_primas,13-08,Seguros Confianza S.A.,5005,Seguros Confianza,
CO,co_raw_gl,13-08,Seguros Confianza S.A.,6981,Seguros Confianza,
CO,co_raw_solvencia,13-08,Seguros Confianza S.A.,705,Seguros Confianza,
CO,co_raw_form290,13-09,ZURICH,15946,Zurich Colombia,
CO,co_raw_primas,13-09,Zurich Colombia Seguros S.A.,5005,Zurich Colombia,
CO,co_raw_gl,13-09,Zurich Colombia Seguros S.A.,6796,Zurich Colombia,
CO,co_raw_solvencia,13-09,Zurich Colombia Seguros S.A.,715,Zurich Colombia,
CO,co_raw_form290,13-14,HDI (SG),11704,HDI Colombia,Merged 13-14 (Generales) and 14-10 (Vida) — both share source_entity_name HDI (SG); segment+entity_code distinguish downstream (CO-3)
CO,co_raw_gl,13-14,HDI Seguros,5678,HDI Generales Colombia,
CO,co_raw_primas,13-14,Hdi Seguros,3432,HDI Generales Colombia,
CO,co_raw_solvencia,13-14,Hdi Seguros,591,HDI Generales Colombia,
CO,co_raw_primas,13-17,"Compañía Mundial De Seguros S.A. Sigla Comercial ""Seguros Mundial",5005,Seguros Mundial,
CO,co_raw_solvencia,13-17,"Compañía Mundial De Seguros S.A. Sigla Comercial ""Seguros Mundial",715,Seguros Mundial,
CO,co_raw_form290,13-17,MUNDIAL,13035,Seguros Mundial,
CO,co_raw_gl,13-17,Seguros Mundial,8317,Seguros Mundial,
CO,co_raw_form290,13-18,SURA (SG),23748,Sura Generales Colombia,
CO,co_raw_primas,13-18,Seguros Generales Sura,5005,Sura Generales Colombia,
CO,co_raw_gl,13-18,Seguros Generales Sura,9453,Sura Generales Colombia,
CO,co_raw_solvencia,13-18,Seguros Generales Sura,585,Sura Generales Colombia,
CO,co_raw_form290,13-22,SBS,22109,SBS Seguros,
CO,co_raw_gl,13-22,SBS Seguros,7392,SBS Seguros,
CO,co_raw_primas,13-22,Sbs Seguros,5005,SBS Seguros,
CO,co_raw_solvencia,13-22,Sbs Seguros,691,SBS Seguros,
CO,co_raw_primas,13-24,La Previsora S.A.,5005,La Previsora Colombia,
CO,co_raw_solvencia,13-24,La Previsora S.A.,597,La Previsora Colombia,
CO,co_raw_gl,13-24,La Previsora S.a. Compañía De Seguros,9375,La Previsora Colombia,
CO,co_raw_form290,13-24,PREVISORA,20931,La Previsora Colombia,
CO,co_raw_form290,13-25,ALFA (SG),14602,Seguros Alfa,
CO,co_raw_primas,13-25,Seguros Alfa S.A.,5005,Seguros Alfa,
CO,co_raw_gl,13-25,Seguros Alfa S.A.,6971,Seguros Alfa,
CO,co_raw_solvencia,13-25,Seguros Alfa S.A.,1033,Seguros Alfa,
CO,co_raw_form290,13-26,MAPFRE (SG),21958,Mapfre Generales Colombia,
CO,co_raw_gl,13-26,Mapfre Seguros,8113,Mapfre Generales Colombia,
CO,co_raw_primas,13-26,Mapfre Seguros Generales De Colombia S.A.,5005,Mapfre Generales Colombia,
CO,co_raw_solvencia,13-26,Mapfre Seguros Generales De Colombia S.A.,1035,Mapfre Generales Colombia,
CO,co_raw_form290,13-27,BOLIVAR (SG),17840,Seguros Comerciales Bolívar,
CO,co_raw_primas,13-27,Seguros Comerciales Bolivar S.A.,5005,Seguros Comerciales Bolívar,
CO,co_raw_gl,13-27,Seguros Comerciales Bolivar S.A.,9245,Seguros Comerciales Bolívar,
CO,co_raw_solvencia,13-27,Seguros Comerciales Bolivar S.A.,637,Seguros Comerciales Bolívar,
CO,co_raw_form290,13-29,ESTADO (SG),14291,Seguros Generales del Estado,
CO,co_raw_primas,13-29,Seguros Del Estado S.A.,5005,Seguros Generales del Estado,
CO,co_raw_gl,13-29,Seguros Del Estado S.A.,8424,Seguros Generales del Estado,
CO,co_raw_solvencia,13-29,Seguros Del Estado S.A.,893,Seguros Generales del Estado,
CO,co_raw_form290,13-30,CESCE (SG),4138,Segurexpo,
CO,co_raw_primas,13-30,Cesce Ó Cesce Colombia,5005,Segurexpo,
CO,co_raw_solvencia,13-30,Cesce Ó Cesce Colombia,597,Segurexpo,
CO,co_raw_gl,13-30,Segurexpo,6139,Segurexpo,
CO,co_raw_form290,13-33,HDI SEGUROS COLOMBIA  S.A. (SG),21759,HDI Generales Colombia,
CO,co_raw_gl,13-33,HDI Seguros Colombia S.A.,7787,HDI Generales Colombia,
CO,co_raw_primas,13-33,Hdi Seguros Colombia S.A.,5005,HDI Generales Colombia,
CO,co_raw_solvencia,13-33,Hdi Seguros Colombia S.A.,980,HDI Generales Colombia,
CO,co_raw_form290,13-41,BBVA (SG),12389,BBVA Generales Colombia,
CO,co_raw_gl,13-41,BBVA Seguros,6287,BBVA Generales Colombia,
CO,co_raw_primas,13-41,Bbva Seguros Colombia S.A.,5005,BBVA Generales Colombia,
CO,co_raw_solvencia,13-41,Bbva Seguros Colombia S.A.,1035,BBVA Generales Colombia,
CO,co_raw_gl,13-42,Solunion S.A.,4716,Solunion Colombia,
CO,co_raw_form290,13-42,SOLUNION,2095,Solunion Colombia,
CO,co_raw_primas,13-42,Solunion Colombia Seguros De Crédito S.A.,5005,Solunion Colombia,
CO,co_raw_solvencia,13-42,Solunion Colombia Seguros De Crédito S.A.,667,Solunion Colombia,
CO,co_raw_form290,13-44,CARDIF,8937,Cardif Colombia,
CO,co_raw_primas,13-44,Cardif Colombia Seguros Generales S.A.,5005,Cardif Colombia,
CO,co_raw_gl,13-44,Cardif Colombia Seguros Generales S.A.,7583,Cardif Colombia,
CO,co_raw_solvencia,13-44,Cardif Colombia Seguros Generales S.A.,715,Cardif Colombia,
CO,co_raw_form290,13-45,LIBERTY SEGUROS COLOMBIA,2131,Liberty Colombia,
CO,co_raw_gl,13-45,Liberty Seguros Colombia,5192,Liberty Colombia,
CO,co_raw_primas,13-45,"Liberty Seguros"" Y ""Liberty Seguros Colombia"".",5005,Liberty Colombia,
CO,co_raw_solvencia,13-45,"Liberty Seguros"" Y ""Liberty Seguros Colombia"".",609,Liberty Colombia,
CO,co_raw_form290,13-46,COFACE,2041,Coface Colombia,
CO,co_raw_primas,13-46,Coface Colombia Seguros De Crédito S.A.,5005,Coface Colombia,
CO,co_raw_gl,13-46,Coface Colombia Seguros De Crédito S.A.,4382,Coface Colombia,
CO,co_raw_solvencia,13-46,Coface Colombia Seguros De Crédito S.A.,685,Coface Colombia,
CO,co_raw_form290,13-47,BERKLEY,4696,Berkley Colombia,
CO,co_raw_primas,13-47,Berkley Colombia,5005,Berkley Colombia,
CO,co_raw_gl,13-47,Berkley Colombia,5002,Berkley Colombia,
CO,co_raw_solvencia,13-47,Berkley Colombia,665,Berkley Colombia,
CO,co_raw_form290,13-50,COLMENA (SG),4067,Colmena Seguros Generales,
CO,co_raw_primas,13-50,Colmena Seguros Generales,5005,Colmena Seguros Generales,
CO,co_raw_gl,13-50,Colmena Seguros Generales,7162,Colmena Seguros Generales,
CO,co_raw_solvencia,13-50,Colmena Seguros Generales,344,Colmena Seguros Generales,
CO,co_raw_form290,13-51,EVEREST,1047,Everest Colombia,
CO,co_raw_gl,13-51,EVEREST COMPAÑIA DE SEGUROS GENERALES COLOMBIA S.A.,1219,Everest Colombia,
CO,co_raw_primas,13-51,Everest Seguros Colombia,2145,Everest Colombia,
CO,co_raw_solvencia,13-51,Everest Seguros Colombia,168,Everest Colombia,
CO,co_raw_form290,13-52,QUALITAS,196,Quálitas Colombia,
CO,co_raw_gl,13-52,QUÁLITAS COMPAÑÍA DE SEGUROS COLOMBIA S.A.,806,Quálitas Colombia,
CO,co_raw_primas,13-52,Quálitas Compañía De Seguros Colombia S.A.,1859,Quálitas Colombia,
CO,co_raw_solvencia,13-52,Quálitas Compañía De Seguros Colombia S.A.,109,Quálitas Colombia,
CO,co_raw_form290,14-01,ALLIANZ (SV),5843,Allianz Vida Colombia,
CO,co_raw_primas,14-01,Allianz Seguros De Vida S.A.,5005,Allianz Vida Colombia,
CO,co_raw_gl,14-01,Allianz Seguros De Vida S.A.,7632,Allianz Vida Colombia,
CO,co_raw_solvencia,14-01,Allianz Seguros De Vida S.A.,585,Allianz Vida Colombia,
CO,co_raw_form290,14-04,AXA (SV),6855,AXA Vida,
CO,co_raw_primas,14-04,Axa Colpatria Seguros De Vida  S.A.,5005,AXA Vida,
CO,co_raw_gl,14-04,Axa Colpatria Seguros De Vida  S.A.,8758,AXA Vida,
CO,co_raw_solvencia,14-04,Axa Colpatria Seguros De Vida  S.A.,646,AXA Vida,
CO,co_raw_form290,14-07,BOLIVAR (SV),6747,Seguros Bolívar Vida,
CO,co_raw_primas,14-07,Compañía De Seguros Bolivar S.A.,5005,Seguros Bolívar Vida,
CO,co_raw_solvencia,14-07,Compañía De Seguros Bolivar S.A.,520,Seguros Bolívar Vida,
CO,co_raw_gl,14-07,Seguros Bolivar S.A.,10328,Seguros Bolívar Vida,
CO,co_raw_form290,14-08,AURORA,4417,Aurora Colombia,
CO,co_raw_primas,14-08,Compañia De Seguros De Vida Aurora S.A.,5005,Aurora Colombia,
CO,co_raw_gl,14-08,Compañia De Seguros De Vida Aurora S.A.,6594,Aurora Colombia,
CO,co_raw_solvencia,14-08,Compañia De Seguros De Vida Aurora S.A.,520,Aurora Colombia,
CO,co_raw_form290,14-09,SKANDIA CIA,1744,Skandia Colombia,
CO,co_raw_primas,14-09,Skandia Seguros De Vida S.A.,5005,Skandia Colombia,
CO,co_raw_gl,14-09,Skandia Seguros De Vida S.A.,6038,Skandia Colombia,
CO,co_raw_solvencia,14-09,Skandia Seguros De Vida S.A.,520,Skandia Colombia,
CO,co_raw_gl,14-10,HDI Vida,1717,HDI Vida Colombia,
CO,co_raw_solvencia,14-10,Hdi Vida,260,HDI Vida Colombia,
CO,co_raw_form290,14-11,SURA (SV),11066,Sura Vida Colombia,
CO,co_raw_primas,14-11,Seguros De Vida Sura,5005,Sura Vida Colombia,
