country,raw_table,source_entity_code,source_entity_name,row_count,canonical_entity_name,notes
CO,co_raw_gl,14-11,Seguros De Vida Sura,10549,Sura Vida Colombia,
CO,co_raw_solvencia,14-11,Seguros De Vida Sura,542,Sura Vida Colombia,
CO,co_raw_form290,14-13,METLIFE,6006,MetLife Colombia,
CO,co_raw_gl,14-13,Metlife Colombia S.A,6339,MetLife Colombia,
CO,co_raw_primas,14-13,Metlife Colombia Seguros De Vida S.A.,5005,MetLife Colombia,
CO,co_raw_solvencia,14-13,Metlife Colombia Seguros De Vida S.A.,975,MetLife Colombia,
CO,co_raw_form290,14-16,PAN AMERICAN,3089,Pan American Life Colombia,
CO,co_raw_primas,14-16,Pan American Life De Colombia Compañía De Seguros S.A.,5005,Pan American Life Colombia,
CO,co_raw_gl,14-16,Pan American Life De Colombia Compañía De Seguros S.A.,5745,Pan American Life Colombia,
CO,co_raw_solvencia,14-16,Pan American Life De Colombia Compañía De Seguros S.A.,650,Pan American Life Colombia,
CO,co_raw_gl,14-17,Seguros De Vida Alfa - Vidalfa,8222,Vidalfa,
CO,co_raw_form290,14-17,VIDALFA,6765,Vidalfa,
CO,co_raw_primas,14-17,Vidalfa,5005,Vidalfa,
CO,co_raw_solvencia,14-17,Vidalfa,1034,Vidalfa,
CO,co_raw_form290,14-19,ESTADO (SV),5099,Seguros Vida del Estado,
CO,co_raw_primas,14-19,Seguros De Vida Del Estado S.A.,5005,Seguros Vida del Estado,
CO,co_raw_gl,14-19,Seguros De Vida Del Estado S.A.,6363,Seguros Vida del Estado,
CO,co_raw_solvencia,14-19,Seguros De Vida Del Estado S.A.,862,Seguros Vida del Estado,
CO,co_raw_form290,14-20,GLOBAL,6698,Global Seguros,
CO,co_raw_gl,14-20,Global Seguros,7510,Global Seguros,
CO,co_raw_primas,14-20,Global Seguros De Vida S.A.,5005,Global Seguros,
CO,co_raw_solvencia,14-20,Global Seguros De Vida S.A.,650,Global Seguros,
CO,co_raw_form290,14-23,POSITIVA,8083,Positiva,
CO,co_raw_primas,14-23,Positiva Compañia De Seguros S.A.,5005,Positiva,
CO,co_raw_gl,14-23,Positiva Compañia De Seguros S.A.,8947,Positiva,
CO,co_raw_solvencia,14-23,Positiva Compañia De Seguros S.A.,520,Positiva,
CO,co_raw_form290,14-25,COLMENA,2058,Colmena Seguros Vida,
CO,co_raw_gl,14-25,Colmena Riesgos Laborales,11142,Colmena Seguros Vida,
CO,co_raw_primas,14-25,"Riesgos Laborales Colmena"" O ""Arl Colmena"" O ""Colmena Riesgos Laborales",5005,Colmena Seguros Vida,
CO,co_raw_solvencia,14-25,"Riesgos Laborales Colmena"" O ""Arl Colmena"" O ""Colmena Riesgos Laborales",538,Colmena Seguros Vida,
CO,co_raw_form290,14-26,BBVA (SV),5352,BBVA Seguros Colombia,
CO,co_raw_gl,14-26,BBVA Seguros De Vida,6090,BBVA Seguros Colombia,
CO,co_raw_primas,14-26,Bbva Seguros De Vida Colombia S.A.,5005,BBVA Vida Colombia,
CO,co_raw_solvencia,14-26,Bbva Seguros De Vida Colombia S.A.,1032,BBVA Vida Colombia,
CO,co_raw_form290,14-29,EQUIDAD (SV),3383,La Equidad Seguros Vida,
CO,co_raw_gl,14-29,La Equidad Seguros De Vida,7329,La Equidad Seguros Vida,
CO,co_raw_primas,14-29,La Equidad Seguros De Vida Organismo Cooperativo,5005,La Equidad Seguros Vida,
CO,co_raw_solvencia,14-29,La Equidad Seguros De Vida Organismo Cooperativo,569,La Equidad Seguros Vida,
CO,co_raw_form290,14-30,MAPFRE (SV),7905,Mapfre Vida Colombia,
CO,co_raw_primas,14-30,Mapfre Colombia Vida Seguros S.A.,5005,Mapfre Vida Colombia,
CO,co_raw_gl,14-30,Mapfre Colombia Vida Seguros S.A.,7407,Mapfre Vida Colombia,
CO,co_raw_solvencia,14-30,Mapfre Colombia Vida Seguros S.A.,1040,Mapfre Vida Colombia,
CO,co_raw_form290,14-31,BMI,2821,BMI Colombia,
CO,co_raw_gl,14-31,BMI Colombia,5094,BMI Colombia,
CO,co_raw_primas,14-31,Bmi Colombia S.A.,5005,BMI Colombia,
CO,co_raw_solvencia,14-31,Bmi Colombia S.A.,552,BMI Colombia,
CO,co_raw_form290,14-32,COLMENA (SV),4782,Colmena Seguros Vida,
CO,co_raw_primas,14-32,Colmena Seguros De Vida,5005,Colmena Seguros Vida,
CO,co_raw_solvencia,14-32,Colmena Seguros De Vida,458,Colmena Seguros Vida,
CO,co_raw_gl,14-32,Colmena Seguros de Vida,8902,Colmena Seguros Vida,
CO,co_raw_form290,14-33,COLSANITAS  (SV),1550,Seguros Colsanitas,
CO,co_raw_gl,14-33,Colsanitas Seguros,3772,Seguros Colsanitas,
CO,co_raw_primas,14-33,Seguros Colsanitas,5005,Seguros Colsanitas,
CO,co_raw_solvencia,14-33,Seguros Colsanitas,318,Seguros Colsanitas,
CO,co_raw_form290,14-34,ASULADO (SV),796,Asulado Vida,
CO,co_raw_gl,14-34,ASULADO SEGUROS DE VIDA,2817,Asulado Vida,
CO,co_raw_primas,14-34,Asulado Seguros De Vida S.A.,5005,Asulado Vida,
CO,co_raw_solvencia,14-34,Asulado Seguros De Vida S.A.,267,Asulado Vida,
CO,co_raw_form290,14-35,EKG (SV),122,EKG Seguros de Vida,
CO,co_raw_gl,14-35,EKG Compañía de Seguros de Vida S.A.,654,EKG Seguros de Vida,
CO,co_raw_primas,14-35,Ekg  Aseguradora,1859,EKG Seguros de Vida,
CO,co_raw_solvencia,14-35,Ekg  Aseguradora,122,EKG Seguros de Vida,
CO,co_raw_form290,14-36,ANDINA (SV),208,Andina Vida,
CO,co_raw_gl,14-36,ANDINA VIDA SEGUROS,888,Andina Vida,
CO,co_raw_primas,14-36,Andina Vida Seguros,1859,Andina Vida,
CO,co_raw_solvencia,14-36,Andina Vida Seguros,100,Andina Vida,
CO,co_raw_form290,15-01,EQUIDAD (SG),16742,La Equidad Seguros Generales,
CO,co_raw_primas,15-01,La Equidad Seguros Generales Organismo Cooperativo,5005,La Equidad Seguros Generales,
CO,co_raw_solvencia,15-01,La Equidad Seguros Generales Organismo Cooperativo,661,La Equidad Seguros Generales,
CO,co_raw_form290,15-02,SOLIDARIA,18011,Solidaria Colombia,
CO,co_raw_primas,15-02,Solidaria,5005,Solidaria Colombia,
CO,co_raw_solvencia,15-02,Solidaria,542,Solidaria Colombia,
CR,cr_raw_solvencia,,ASSA,58,ASSA Costa Rica,
CR,cr_raw_financials,,ASSA,9180,ASSA Costa Rica,
CR,cr_raw_cuenta_tecnica,,ASSA,12697,ASSA Costa Rica,
CR,cr_raw_inversiones,,ASSA,472,ASSA Costa Rica,
CR,cr_raw_solvencia,,BMI,56,BMI Costa Rica,
CR,cr_raw_financials,,BMI,6680,BMI Costa Rica,
CR,cr_raw_cuenta_tecnica,,BMI,2284,BMI Costa Rica,
CR,cr_raw_inversiones,,BMI,244,BMI Costa Rica,
CR,cr_raw_solvencia,,DAVIVIENDA,58,Davivienda Costa Rica,
CR,cr_raw_financials,,DAVIVIENDA,8436,Davivienda Costa Rica,
CR,cr_raw_cuenta_tecnica,,DAVIVIENDA,5135,Davivienda Costa Rica,
CR,cr_raw_inversiones,,DAVIVIENDA,261,Davivienda Costa Rica,
CR,cr_raw_solvencia,,INS,58,INS,
CR,cr_raw_financials,,INS,16351,INS,
CR,cr_raw_cuenta_tecnica,,INS,19443,INS,
CR,cr_raw_inversiones,,INS,791,INS,
CR,cr_raw_solvencia,,ISCR,58,ISCR,
CR,cr_raw_financials,,ISCR,7562,ISCR,
CR,cr_raw_cuenta_tecnica,,ISCR,8170,ISCR,
CR,cr_raw_inversiones,,ISCR,425,ISCR,
CR,cr_raw_solvencia,,LAFISE,45,LAFISE,
CR,cr_raw_financials,,LAFISE,9090,LAFISE,
CR,cr_raw_cuenta_tecnica,,LAFISE,7594,LAFISE,
CR,cr_raw_inversiones,,LAFISE,386,LAFISE,
CR,cr_raw_solvencia,,MAGIST,58,Magist,
CR,cr_raw_financials,,MAGIST,8658,Magist,
CR,cr_raw_cuenta_tecnica,,MAGIST,2263,Magist,
CR,cr_raw_inversiones,,MAGIST,505,Magist,
CR,cr_raw_solvencia,,MAPFRE,58,Mapfre Costa Rica,
CR,cr_raw_financials,,MAPFRE,7770,Mapfre Costa Rica,
CR,cr_raw_cuenta_tecnica,,MAPFRE,10207,Mapfre Costa Rica,
CR,cr_raw_inversiones,,MAPFRE,244,Mapfre Costa Rica,
CR,cr_raw_solvencia,,MNK,51,MNK,
CR,cr_raw_financials,,MNK,8596,MNK,
CR,cr_raw_cuenta_tecnica,,MNK,7731,MNK,
CR,cr_raw_inversiones,,MNK,440,MNK,
CR,cr_raw_solvencia,,PANAM,58,Pan American Life Costa Rica,
CR,cr_raw_financials,,PANAM,8014,Pan American Life Costa Rica,
CR,cr_raw_cuenta_tecnica,,PANAM,3037,Pan American Life Costa Rica,
CR,cr_raw_inversiones,,PANAM,309,Pan American Life Costa Rica,
CR,cr_raw_solvencia,,QUALITAS,58,Quálitas Costa Rica,
CR,cr_raw_financials,,QUALITAS,7378,Quálitas Costa Rica,
CR,cr_raw_cuenta_tecnica,,QUALITAS,1049,Quálitas Costa Rica,
CR,cr_raw_inversiones,,QUALITAS,359,Quálitas Costa Rica,
CR,cr_raw_solvencia,,SAGICOR,52,Sagicor Costa Rica,
CR,cr_raw_financials,,SAGICOR,7598,Sagicor Costa Rica,
CR,cr_raw_cuenta_tecnica,,SAGICOR,8277,Sagicor Costa Rica,
CR,cr_raw_inversiones,,SAGICOR,442,Sagicor Costa Rica,
CR,cr_raw_solvencia,,TRIPLE-S,41,Triple-S,
CR,cr_raw_financials,,TRIPLE-S,4076,Triple-S,
CR,cr_raw_cuenta_tecnica,,TRIPLE-S,979,Triple-S,
CR,cr_raw_inversiones,,TRIPLE-S,162,Triple-S,
DO,do_raw_financials,,A.P.S.,428,Seguros APS,
DO,do_raw_financials,,ADEMI,592,Seguros Ademi,
DO,do_raw_financials,,APS,422,Seguros APS,
DO,do_raw_financials,,Agrodosa,236,Aseguradora Agropecuaria Dominicana,Same insurer as Aseguradora Agropecuaria Dominicana (Agrodosa is the trade name); collapse to one entity_code.
DO,do_raw_financials,,Amigos Compañia de Seguros,389,Amigos Compañía de Seguros,
DO,do_raw_solvencia,,"Amigos Compañía De Seguros, S. A.",1,Amigos Compañía de Seguros,
DO,do_raw_financials,,Angloamericana,838,Angloamericana,
DO,do_raw_solvencia,,"Angloamericana De Seguros, S. A.",6,Angloamericana,
DO,do_raw_financials,,Angloamericana de Seguros,857,Angloamericana,
DO,do_raw_financials,,"Angloamericana de Seguros, S. A",2455,Angloamericana,
DO,do_raw_financials,,"Angloamericana de Seguros, S.A.",2355,Angloamericana,
DO,do_raw_financials,,Aseg. Agropecuaria Dominicana,238,Aseguradora Agropecuaria Dominicana,
DO,do_raw_financials,,Aseguradora Agropecuaria Domini,1414,Aseguradora Agropecuaria Dominicana,
DO,do_raw_solvencia,,"Aseguradora Agropecuaria Dominicana, S. A.",6,Aseguradora Agropecuaria Dominicana,
DO,do_raw_financials,,Atlantica,567,Atlántica Seguros,
DO,do_raw_financials,,Atlantica Insurance,630,Atlántica Seguros,
DO,do_raw_solvencia,,"Atlántica Seguros, S. A.",5,Atlántica Seguros,
DO,do_raw_financials,,"Atlántica Seguros, S. A.",2446,Atlántica Seguros,
DO,do_raw_financials,,"Atlántica Seguros, S.A.",519,Atlántica Seguros,
DO,do_raw_financials,,Atrio,703,Atrio Seguros,
DO,do_raw_financials,,Atrio Seguros,702,Atrio Seguros,
DO,do_raw_solvencia,,"Atrio Seguros, S. A.",4,Atrio Seguros,
DO,do_raw_financials,,"Atrio Seguros, S. A.",700,Atrio Seguros,
DO,do_raw_financials,,"Atrio Seguros, S.A.",684,Atrio Seguros,
DO,do_raw_financials,,Auto Seguro,228,Autoseguro,
DO,do_raw_financials,,Autoseguro,228,Autoseguro,
DO,do_raw_solvencia,,"Autoseguro, S. A.",3,Autoseguro,
DO,do_raw_financials,,BMI,311,BMI República Dominicana,
DO,do_raw_financials,,BMI Compañia de Seguros,309,BMI República Dominicana,
DO,do_raw_solvencia,,"BMI Compañía De Seguros, S. A.",5,BMI República Dominicana,
DO,do_raw_financials,,"BMI Compañía de Seguros, S. A.",634,BMI República Dominicana,
DO,do_raw_financials,,"BMI Compañía de Seguros, S.A",306,BMI República Dominicana,
DO,do_raw_financials,,"BMI, Compañía de Seguros, S. A.",655,BMI República Dominicana,
DO,do_raw_financials,,Banesco,1454,Banesco Seguros Dominicana,
DO,do_raw_solvencia,,"Banesco Seguros, S. A.",3,Banesco Seguros Dominicana,
DO,do_raw_financials,,"Banesco Seguros, S.A",696,Banesco Seguros Dominicana,
DO,do_raw_financials,,Bupa,218,Bupa Dominicana,
DO,do_raw_financials,,Bupa Dominicana,216,Bupa Dominicana,
DO,do_raw_solvencia,,"Bupa Dominicana, S. A.",6,Bupa Dominicana,
DO,do_raw_financials,,"Bupa Dominicana, S. A.",1060,Bupa Dominicana,
DO,do_raw_financials,,"Bupa Dominicana, S.A.",217,Bupa Dominicana,
DO,do_raw_financials,,Compañia Dominicana de Seguros,580,Compañía Dominicana de Seguros,
DO,do_raw_solvencia,,"Compañía Dominicana De Seguros, S. R. L.",3,Compañía Dominicana de Seguros,
DO,do_raw_financials,,Compañía Dominicana de Seguros,1596,Compañía Dominicana de Seguros,
DO,do_raw_financials,,"Compañía Dominicana de Seguros,",1781,Compañía Dominicana de Seguros,
DO,do_raw_financials,,Confederacion del Canada,591,Confederación del Canadá Dominicana,
DO,do_raw_solvencia,,"Confederación Del Canada Dominicana, S. A.",2,Confederación del Canadá Dominicana,
DO,do_raw_financials,,Confederación del Canadá Domini,2559,Confederación del Canadá Dominicana,
DO,do_raw_solvencia,,"Confederación del Canadá Dominicana, S. A.",2,Confederación del Canadá Dominicana,
DO,do_raw_financials,,Confedom,580,Confederación del Canadá Dominicana,
DO,do_raw_financials,,Cooperativa Nacional de Seguros,3559,Cooperativa Nacional de Seguros,
DO,do_raw_solvencia,,"Cooperativa Nacional de Seguros, INC.",6,Cooperativa Nacional de Seguros,
DO,do_raw_financials,,Coopseguros,498,Cooperativa Nacional de Seguros,
DO,do_raw_solvencia,,"Creciendo Seguros, S. A.",2,Creciendo Seguros,
DO,do_raw_financials,,"Creciendo Seguros, S. A.",3279,Creciendo Seguros,
DO,do_raw_financials,,Cuna,202,Cuna Mutual (TruStage),
DO,do_raw_financials,,Cuna Mutual,203,Cuna Mutual (TruStage),
DO,do_raw_financials,,Cuna Mutual Insurance Society D,990,Cuna Mutual (TruStage),
DO,do_raw_solvencia,,"Cuna Mutual Insurance Society Dominicana, S. A.",5,Cuna Mutual (TruStage),
DO,do_raw_solvencia,,"Cuna Mutual Insurance Society Dominicana, S. A. (TRUSTAGE)",1,Cuna Mutual (TruStage),
DO,do_raw_financials,,Cuna Mutual Insurance(Trustage),198,Cuna Mutual (TruStage),
DO,do_raw_financials,,Cía Dominicana de Seguros,606,Compañía Dominicana de Seguros,
DO,do_raw_solvencia,,"Dominicana Compañía de Seguros, S. A.",1,Compañía Dominicana de Seguros,
DO,do_raw_solvencia,,"Dominicana Compañía de Seguros, S. R. L.",2,Compañía Dominicana de Seguros,
DO,do_raw_financials,,Futuro Seguros,390,Futuro Seguros,
DO,do_raw_solvencia,,"Futuro Seguros, S. A.",3,Futuro Seguros,
DO,do_raw_financials,,"Futuro Seguros, S. A.",2091,Futuro Seguros,
DO,do_raw_solvencia,,"Futuro Seguros, S.A.",2,Futuro Seguros,
DO,do_raw_financials,,"Futuro Seguros, S.A.",388,Futuro Seguros,
DO,do_raw_financials,,General de Seguros,1919,General de Seguros Dominicana,
DO,do_raw_solvencia,,"General de Seguros, S. A.",6,General de Seguros Dominicana,
DO,do_raw_financials,,"General de Seguros, S. A.",4263,General de Seguros Dominicana,
DO,do_raw_financials,,"General de Seguros, S.A.",954,General de Seguros Dominicana,
DO,do_raw_financials,,HUMANO SEGUROS,742,Humano Seguros,
DO,do_raw_financials,,HYLSEG,236,Hylseg,
DO,do_raw_solvencia,,"HYLSEG Seguros, S. A.",6,Hylseg,
DO,do_raw_financials,,Humano,886,Humano Seguros,
DO,do_raw_solvencia,,"Humano Seguros, S. A.",6,Humano Seguros,
DO,do_raw_financials,,"Humano Seguros, S. A.",4522,Humano Seguros,
DO,do_raw_financials,,"Humano Seguros, S.A.",918,Humano Seguros,
DO,do_raw_financials,,"Hylseg Seguros, S. A.",1056,HYLSEG,
DO,do_raw_financials,,"Hylseg Seguros, S.A",172,HYLSEG,
DO,do_raw_financials,,La Colonial,2827,La Colonial,
DO,do_raw_financials,,La Colonial Compañía de Seguros,1835,La Colonial,
DO,do_raw_financials,,"La Colonial, Compañía de Seguro",2825,La Colonial,
DO,do_raw_solvencia,,"La Colonial, Compañía de Seguros, S. A.",3,La Colonial,
DO,do_raw_solvencia,,"La Colonial, S. A.",3,La Colonial,
DO,do_raw_financials,,La Internacional,298,Seguros La Internacional,
DO,do_raw_financials,,La Monumental,586,La Monumental de Seguros,
DO,do_raw_financials,,La Monumental de Seguros,578,La Monumental de Seguros,
DO,do_raw_solvencia,,"La Monumental de Seguros, S. A.",6,La Monumental de Seguros,
DO,do_raw_financials,,"La Monumental de Seguros, S. A.",3047,La Monumental de Seguros,
DO,do_raw_financials,,"MAPFRE BHD, Compañía de Seguros",989,Mapfre República Dominicana,
DO,do_raw_solvencia,,"MAPFRE BHD, Compañía de Seguros, S. A.",1,Mapfre República Dominicana,
DO,do_raw_financials,,Mapfre,1025,Mapfre República Dominicana,
DO,do_raw_financials,,Mapfre BHD Comp. de Seguros,989,Mapfre República Dominicana,
DO,do_raw_financials,,"Mapfre BHD Compañia de Seguros,",1030,Mapfre República Dominicana,
DO,do_raw_financials,,"Mapfre BHD Compañía de Seguros,",3951,Mapfre República Dominicana,
DO,do_raw_solvencia,,"Mapfre BHD Compañía de Seguros, S. A.",5,Mapfre República Dominicana,
DO,do_raw_financials,,Midas,435,Midas Seguros,
DO,do_raw_solvencia,,"Midas Seguros, S. A.",5,Midas Seguros,
DO,do_raw_financials,,"Midas Seguros, S. A.",1652,Midas Seguros,
DO,do_raw_financials,,"Midas Seguros, S.A",308,Midas Seguros,
DO,do_raw_financials,,Multiseguros,1193,Multiseguros,
DO,do_raw_solvencia,,"Multiseguros S.U, S. A.",5,Multiseguros,
DO,do_raw_financials,,"Multiseguros SU, S. A.",3150,Multiseguros,
DO,do_raw_financials,,"Multiseguros SU, S.A",644,Multiseguros,
DO,do_raw_solvencia,,"One Alliance Seguros, S. A.",2,One Alliance Seguros,
DO,do_raw_financials,,"One Alliance Seguros, S. A.",2941,One Alliance Seguros,
DO,do_raw_financials,,Patria,1040,Patria Seguros,
DO,do_raw_solvencia,,"Patria , S. A., Compañía de Seguros",1,Patria Seguros,
DO,do_raw_solvencia,,"Patria , S. A., Compañía de Seguros.",3,Patria Seguros,
DO,do_raw_financials,,"Patria Compañía de Seguros, S.A",1346,Patria Seguros,
DO,do_raw_solvencia,,"Patria, Compañía de Seguros, S. A.",1,Patria Seguros,
DO,do_raw_solvencia,,"Patria, S. A., Compañía de Seguros",1,Patria Seguros,
DO,do_raw_financials,,"Patria, S. A., Compañía de Sgro",1392,Patria Seguros,
DO,do_raw_financials,,Pepin,585,Seguros Pepín,
DO,do_raw_financials,,REHSA,640,REHSA,
DO,do_raw_solvencia,,"REHSA Compañía de Seguros y Reaseguros, S. A.",5,Rehsa,
DO,do_raw_financials,,"REHSA, Compañía de Seguros y Re",3679,REHSA,
DO,do_raw_solvencia,,"REHSA, Compañía de Seguros y Reaseguros, S. A.",1,REHSA,
DO,do_raw_financials,,Reasanto,496,Reaseguradora Santo Domingo,
DO,do_raw_financials,,Reaseguradora Santo Domingo,506,Reaseguradora Santo Domingo,
DO,do_raw_financials,,"Reaseguradora Santo Domingo, S.",499,Reaseguradora Santo Domingo,
DO,do_raw_solvencia,,"Reaseguradora Santo Domingo, S. A.",3,Reaseguradora Santo Domingo,
DO,do_raw_solvencia,,"Reaseguradora Santo Domingo, S. A. (Reasanto)",3,Reaseguradora Santo Domingo,
DO,do_raw_financials,,"Reaseguradora Santo Domingo,S.A",2248,Reaseguradora Santo Domingo,
DO,do_raw_financials,,Rehsa Comp. de Seg. y Reaseg.,649,REHSA,
DO,do_raw_financials,,Reservas,1060,Seguros Reservas,
DO,do_raw_solvencia,,"Seguros APS, S. A.",3,Seguros APS,
DO,do_raw_financials,,"Seguros APS, S. A.",1736,Seguros APS,
DO,do_raw_solvencia,,"Seguros APS, S. R. L.",3,Seguros APS,
DO,do_raw_financials,,"Seguros APS, S. R. L.",431,Seguros APS,
DO,do_raw_financials,,"Seguros APS, S.A",422,Seguros APS,
DO,do_raw_financials,,Seguros Ademi,628,Seguros Ademi,
DO,do_raw_financials,,"Seguros Ademi, S. A",618,Seguros Ademi,
DO,do_raw_solvencia,,"Seguros Ademi, S. A.",6,Seguros Ademi,
DO,do_raw_financials,,"Seguros Ademi, S. A.",2869,Seguros Ademi,
DO,do_raw_financials,,Seguros Crecer,884,Seguros Crecer,
DO,do_raw_solvencia,,"Seguros Crecer, S. A.",5,Seguros Crecer,
DO,do_raw_financials,,"Seguros Crecer, S. A.",4157,Seguros Crecer,
DO,do_raw_financials,,"Seguros Crecer, S.A.",631,Seguros Crecer,
DO,do_raw_financials,,Seguros La Internacional,296,Seguros La Internacional,
DO,do_raw_solvencia,,"Seguros La Internacional, S. A.",6,Seguros La Internacional,
DO,do_raw_financials,,"Seguros La Internacional, S. A.",1406,Seguros La Internacional,
DO,do_raw_financials,,"Seguros La Internacional, S.A.",299,Seguros La Internacional,
DO,do_raw_financials,,Seguros Pepin,586,Seguros Pepín,
DO,do_raw_financials,,"Seguros Pepin, S.A",587,Seguros Pepín,
DO,do_raw_solvencia,,"Seguros Pepín, S. A.",6,Seguros Pepín,
DO,do_raw_financials,,"Seguros Pepín, S. A.",2757,Seguros Pepín,
DO,do_raw_financials,,Seguros Reservas,1039,Seguros Reservas,
DO,do_raw_solvencia,,"Seguros Reservas, S. A.",6,Seguros Reservas,
DO,do_raw_financials,,"Seguros Reservas, S. A.",5412,Seguros Reservas,
DO,do_raw_financials,,"Seguros Reservas, S.A",1077,Seguros Reservas,
DO,do_raw_solvencia,,"Seguros Sura, S. A.",6,Sura República Dominicana,
DO,do_raw_financials,,"Seguros Sura, S. A.",5263,Sura República Dominicana,
DO,do_raw_financials,,"Seguros Sura, S.A",1031,Sura República Dominicana,
DO,do_raw_financials,,Seguros Universal,874,Seguros Universal,
DO,do_raw_solvencia,,"Seguros Universal, S. A.",6,Seguros Universal,
DO,do_raw_financials,,"Seguros Universal, S. A.",4361,Seguros Universal,
DO,do_raw_financials,,"Seguros Universal, S.A",872,Seguros Universal,
DO,do_raw_financials,,Seguros Worldwide,313,Worldwide Seguros Dominicana,
DO,do_raw_financials,,Seguros Yunen,126,Seguros Yunén,
DO,do_raw_financials,,"Seguros Yunen, S.A",222,Seguros Yunén,
DO,do_raw_solvencia,,"Seguros Yunen, S.A.",2,Seguros Yunén,
DO,do_raw_financials,,"Seguros Yunén, S. A.",1056,Seguros Yunén,
DO,do_raw_solvencia,,"Seguros Yunén, S.A.",3,Seguros Yunén,
DO,do_raw_financials,,Sura,2050,Sura República Dominicana,
DO,do_raw_financials,,UNIT,274,Unit,
DO,do_raw_solvencia,,"Unit, S. A.",6,Unit,
DO,do_raw_financials,,"Unit, S. A.",1675,Unit,
DO,do_raw_financials,,Universal,869,Seguros Universal,
DO,do_raw_financials,,Worldwide,315,Worldwide Seguros Dominicana,
DO,do_raw_solvencia,,"Worldwide Seguros, S. A.",6,Worldwide Seguros Dominicana,
DO,do_raw_financials,,"Worldwide Seguros, S. A.",1965,Worldwide Seguros Dominicana,
EC,ec_raw_financials,,AIG METROPOLITANA,3351,AIG Metropolitana,
EC,ec_raw_primas,1078,AIG METROPOLITANA CIA. DE SEGUROS Y REASEGUROS S.A.,3192,AIG Metropolitana,
EC,ec_raw_primas,4351,AMA AMERICA S.A. EMPRESA DE SEGUROS,3192,AMA America,
EC,ec_raw_financials,,AMA AMERICA S.A. EMPRESA DE SEGUROS,1713,AMA America,
EC,ec_raw_financials,,ASEGURADORA DEL SUR,2946,Aseguradora del Sur Ecuador,
EC,ec_raw_primas,1080,ASEGURADORA DEL SUR C.A.,3192,Aseguradora del Sur Ecuador,
EC,ec_raw_financials,,BMI,1909,BMI Ecuador,
EC,ec_raw_primas,1082,BMI DEL ECUADOR COMPAÑIA DE SEGUROS DE VIDA S.A.,3192,BMI Ecuador,
EC,ec_raw_primas,1430,BUPA ECUADOR S.A. COMPAÑÍA DE SEGUROS,3192,Bupa Ecuador,
EC,ec_raw_financials,,BUPA ECUADOR S.A. COMPAÑÍA DE SEGUROS,1444,Bupa Ecuador,
EC,ec_raw_primas,1077,CHUBB SEGUROS ECUADOR S.A.,3192,Chubb Ecuador,
EC,ec_raw_financials,,CHUBB SEGUROS ECUADOR S.A.,3425,Chubb Ecuador,
EC,ec_raw_financials,,COFACE S.A.,1536,Coface Ecuador,
EC,ec_raw_financials,,COLON,1845,Seguros Colón,
EC,ec_raw_primas,1088,COMPAÑIA DE SEGUROS CONDOR S.A.,3192,Cóndor Seguros,
EC,ec_raw_primas,1093,COMPAÑIA DE SEGUROS ECUATORIANO SUIZA S.A.,3192,Ecuatoriano Suiza,
EC,ec_raw_primas,3851,COMPAÑIA FRANCESA DE SEGUROS PARA EL COMERCIO EXTERIOR COFACE SUCURSAL ECUADOR S.A.,3192,Coface Ecuador,
EC,ec_raw_financials,,CONDOR,3302,Cóndor Seguros,
EC,ec_raw_primas,1103,CONSTITUCION C.A. COMPAÑIA DE SEGUROS,3192,Constitución,
EC,ec_raw_financials,,CONSTITUCION C.A. COMPAÑIA DE SEGUROS,2973,Constitución,
EC,ec_raw_financials,,ECUATORIANO SUIZA,3762,Ecuatoriano Suiza,
EC,ec_raw_financials,,EQUINOCCIAL,3789,Equisuiza,renamed ~2023; GL 2023-12 PRIME total equals ranking-CSV Equisuiza total to the cent (#217)
EC,ec_raw_financials,,EQUISUIZA SEGUROS S.A.,,Equisuiza,post-rename GL name (forward-proofing)
EC,ec_raw_primas,1095,EQUISUIZA SEGUROS S.A.,3192,Equisuiza,
EC,ec_raw_financials,,EQUIVIDA COMPAÑIA DE SEGUROS S.A.,539,Equivida,
EC,ec_raw_financials,,GENERALI,3316,Generali Ecuador,
EC,ec_raw_primas,1101,GENERALI ECUADOR COMPAÑIA DE SEGUROS S.A.,3192,Generali Ecuador,
EC,ec_raw_financials,,HDI-SEGUROS S.A.,425,HDI Ecuador,
EC,ec_raw_financials,,HISPANA,1328,Hispana,
EC,ec_raw_primas,1098,HISPANA DE SEGUROS Y REASEGUROS S.A.,3192,Hispana,
EC,ec_raw_financials,,HISPANA DE SEGUROS Y REASEGUROS S.A.,2252,Hispana,
EC,ec_raw_primas,1100,INTEROCEANICA C.A. DE SEGUROS.,3192,Interocéanica,
EC,ec_raw_financials,,INTEROCEANICA C.A. DE SEGUROS.,3506,Interocéanica,
EC,ec_raw_financials,,LA UNION,381,La Unión Ecuador,
EC,ec_raw_primas,1102,LA UNION COMPAÑIA NACIONAL DE SEGUROS S.A.,3192,La Unión Ecuador,
EC,ec_raw_financials,,LA UNIÓN,2703,La Unión Ecuador,
EC,ec_raw_primas,1115,LATINA SEGUROS C.A.,3192,Latina Seguros,
EC,ec_raw_financials,,LATINA SEGUROS C.A.,3578,Latina Seguros,
EC,ec_raw_financials,,LIBERTY SEGUROS S.A.,2600,Atlántida Ecuador,renamed after Grupo Atlántida acquisition; GL 2023-12 PRIME total equals ranking-CSV Atlántida total to the cent (#217)
